group,mass_bin,T_bin,O2_bin,n
demersal,10^-2 g,25.25,21.75,1
demersal,10^-2 g,25.75,21.25,1
demersal,10^-2 g,25.75,21.75,5
demersal,10^-2 g,26.25,21.75,1
demersal,10^-2 g,26.75,21.25,1
demersal,10^-2 g,27.75,21.75,1
demersal,10^-2 g,28.25,21.25,1
demersal,10^-2 g,28.25,21.75,1
demersal,10^-2 g,28.75,21.75,3
demersal,10^-2 g,29.25,21.75,2
demersal,10^-1 g,6.25,10.25,1
demersal,10^-1 g,7.25,5.75,1
demersal,10^-1 g,7.75,7.25,1
demersal,10^-1 g,10.25,15.75,1
demersal,10^-1 g,10.75,16.25,1
demersal,10^-1 g,11.25,4.75,1
demersal,10^-1 g,12.25,16.75,2
demersal,10^-1 g,12.75,16.75,1
demersal,10^-1 g,13.25,11.25,1
demersal,10^-1 g,13.25,17.25,1
demersal,10^-1 g,14.25,16.75,1
demersal,10^-1 g,14.75,16.75,1
demersal,10^-1 g,16.25,21.25,1
demersal,10^-1 g,17.75,7.25,1
demersal,10^-1 g,18.25,22.25,1
demersal,10^-1 g,18.75,21.25,1
demersal,10^-1 g,18.75,21.75,1
demersal,10^-1 g,21.25,21.25,1
demersal,10^-1 g,21.25,21.75,1
demersal,10^-1 g,21.75,11.25,1
demersal,10^-1 g,21.75,13.75,1
demersal,10^-1 g,21.75,19.75,1
demersal,10^-1 g,21.75,21.25,1
demersal,10^-1 g,21.75,21.75,1
demersal,10^-1 g,22.25,20.75,1
demersal,10^-1 g,22.25,21.75,2
demersal,10^-1 g,22.75,20.75,1
demersal,10^-1 g,23.25,21.25,1
demersal,10^-1 g,23.75,20.75,3
demersal,10^-1 g,23.75,22.25,1
demersal,10^-1 g,24.25,20.75,1
demersal,10^-1 g,24.25,21.75,1
demersal,10^-1 g,24.75,15.25,1
demersal,10^-1 g,24.75,17.75,1
demersal,10^-1 g,24.75,20.25,1
demersal,10^-1 g,24.75,21.75,4
demersal,10^-1 g,25.25,21.25,11
demersal,10^-1 g,25.25,21.75,4
demersal,10^-1 g,25.75,20.75,2
demersal,10^-1 g,25.75,21.75,6
demersal,10^-1 g,26.25,20.75,1
demersal,10^-1 g,26.25,21.25,7
demersal,10^-1 g,26.25,21.75,3
demersal,10^-1 g,26.25,22.25,1
demersal,10^-1 g,26.75,17.25,1
demersal,10^-1 g,26.75,19.75,1
demersal,10^-1 g,26.75,20.75,3
demersal,10^-1 g,26.75,21.25,4
demersal,10^-1 g,26.75,21.75,4
demersal,10^-1 g,27.25,17.75,1
demersal,10^-1 g,27.25,19.75,1
demersal,10^-1 g,27.25,20.75,1
demersal,10^-1 g,27.25,21.25,10
demersal,10^-1 g,27.25,21.75,10
demersal,10^-1 g,27.75,20.25,1
demersal,10^-1 g,27.75,20.75,1
demersal,10^-1 g,27.75,21.25,12
demersal,10^-1 g,27.75,21.75,22
demersal,10^-1 g,27.75,22.25,3
demersal,10^-1 g,28.25,19.75,1
demersal,10^-1 g,28.25,20.75,1
demersal,10^-1 g,28.25,21.25,2
demersal,10^-1 g,28.25,21.75,4
demersal,10^-1 g,28.75,19.75,3
demersal,10^-1 g,28.75,20.25,4
demersal,10^-1 g,28.75,20.75,3
demersal,10^-1 g,28.75,21.25,10
demersal,10^-1 g,28.75,21.75,4
demersal,10^-1 g,29.25,21.25,6
demersal,10^-1 g,29.25,21.75,20
demersal,10^-1 g,29.25,22.25,2
demersal,10^-1 g,29.75,20.75,1
demersal,10^-1 g,29.75,21.75,3
demersal,10^0 g,0.25,13.25,1
demersal,10^0 g,0.25,19.25,1
demersal,10^0 g,0.25,19.75,2
demersal,10^0 g,0.25,20.25,1
demersal,10^0 g,0.75,18.25,2
demersal,10^0 g,0.75,18.75,2
demersal,10^0 g,0.75,19.25,2
demersal,10^0 g,0.75,20.25,1
demersal,10^0 g,1.25,17.25,1
demersal,10^0 g,1.75,5.25,1
demersal,10^0 g,1.75,8.75,1
demersal,10^0 g,1.75,9.25,2
demersal,10^0 g,1.75,20.75,1
demersal,10^0 g,1.75,21.75,2
demersal,10^0 g,2.25,3.25,1
demersal,10^0 g,2.25,3.75,1
demersal,10^0 g,2.25,21.25,2
demersal,10^0 g,2.25,21.75,1
demersal,10^0 g,2.25,22.75,1
demersal,10^0 g,2.75,3.25,1
demersal,10^0 g,2.75,3.75,1
demersal,10^0 g,2.75,4.75,1
demersal,10^0 g,2.75,8.75,1
demersal,10^0 g,2.75,9.75,1
demersal,10^0 g,2.75,21.25,1
demersal,10^0 g,3.25,10.25,1
demersal,10^0 g,3.25,13.25,1
demersal,10^0 g,3.25,18.25,1
demersal,10^0 g,3.25,18.75,1
demersal,10^0 g,3.25,21.75,1
demersal,10^0 g,3.25,22.25,1
demersal,10^0 g,3.75,5.25,1
demersal,10^0 g,3.75,15.25,1
demersal,10^0 g,3.75,16.75,1
demersal,10^0 g,3.75,18.25,2
demersal,10^0 g,3.75,18.75,1
demersal,10^0 g,3.75,21.75,1
demersal,10^0 g,3.75,22.25,2
demersal,10^0 g,4.25,7.25,1
demersal,10^0 g,4.25,10.75,1
demersal,10^0 g,4.25,16.75,1
demersal,10^0 g,4.25,17.75,4
demersal,10^0 g,4.25,18.75,1
demersal,10^0 g,4.25,21.75,5
demersal,10^0 g,4.25,22.25,1
demersal,10^0 g,4.75,6.75,2
demersal,10^0 g,4.75,7.75,1
demersal,10^0 g,4.75,9.25,1
demersal,10^0 g,4.75,11.25,1
demersal,10^0 g,4.75,11.75,1
demersal,10^0 g,4.75,12.25,1
demersal,10^0 g,4.75,17.25,1
demersal,10^0 g,4.75,21.75,4
demersal,10^0 g,4.75,22.25,2
demersal,10^0 g,5.25,3.25,1
demersal,10^0 g,5.25,9.25,1
demersal,10^0 g,5.25,11.75,1
demersal,10^0 g,5.25,12.25,1
demersal,10^0 g,5.25,16.75,1
demersal,10^0 g,5.25,20.75,1
demersal,10^0 g,5.25,21.75,4
demersal,10^0 g,5.75,6.25,1
demersal,10^0 g,5.75,9.25,2
demersal,10^0 g,5.75,11.25,1
demersal,10^0 g,5.75,12.75,1
demersal,10^0 g,5.75,13.75,1
demersal,10^0 g,5.75,19.75,1
demersal,10^0 g,5.75,21.25,1
demersal,10^0 g,5.75,21.75,5
demersal,10^0 g,5.75,22.25,5
demersal,10^0 g,6.25,6.25,1
demersal,10^0 g,6.25,7.25,1
demersal,10^0 g,6.25,8.25,1
demersal,10^0 g,6.25,16.25,1
demersal,10^0 g,6.25,19.75,1
demersal,10^0 g,6.25,20.25,1
demersal,10^0 g,6.25,20.75,4
demersal,10^0 g,6.25,21.75,3
demersal,10^0 g,6.75,19.25,1
demersal,10^0 g,7.25,9.25,1
demersal,10^0 g,7.25,9.75,1
demersal,10^0 g,7.25,11.25,1
demersal,10^0 g,7.25,13.75,1
demersal,10^0 g,7.25,15.25,1
demersal,10^0 g,7.25,17.25,1
demersal,10^0 g,7.25,19.75,5
demersal,10^0 g,7.25,20.25,1
demersal,10^0 g,7.25,21.75,3
demersal,10^0 g,7.25,22.25,2
demersal,10^0 g,7.25,22.75,2
demersal,10^0 g,7.75,8.75,1
demersal,10^0 g,7.75,19.75,2
demersal,10^0 g,7.75,20.25,14
demersal,10^0 g,7.75,20.75,1
demersal,10^0 g,7.75,21.75,1
demersal,10^0 g,7.75,22.25,3
demersal,10^0 g,7.75,22.75,1
demersal,10^0 g,8.25,10.75,1
demersal,10^0 g,8.25,13.25,1
demersal,10^0 g,8.25,15.75,1
demersal,10^0 g,8.25,19.75,1
demersal,10^0 g,8.25,20.25,12
demersal,10^0 g,8.25,20.75,42
demersal,10^0 g,8.25,21.25,3
demersal,10^0 g,8.25,22.75,2
demersal,10^0 g,8.75,4.25,1
demersal,10^0 g,8.75,4.75,1
demersal,10^0 g,8.75,20.75,34
demersal,10^0 g,8.75,21.25,22
demersal,10^0 g,8.75,21.75,1
demersal,10^0 g,8.75,22.25,1
demersal,10^0 g,9.25,7.25,1
demersal,10^0 g,9.25,11.75,1
demersal,10^0 g,9.25,14.75,1
demersal,10^0 g,9.25,20.25,1
demersal,10^0 g,9.25,20.75,13
demersal,10^0 g,9.25,21.25,26
demersal,10^0 g,9.25,21.75,2
demersal,10^0 g,9.25,22.25,1
demersal,10^0 g,9.75,4.75,1
demersal,10^0 g,9.75,11.25,1
demersal,10^0 g,9.75,12.75,1
demersal,10^0 g,9.75,13.75,1
demersal,10^0 g,9.75,14.75,3
demersal,10^0 g,9.75,15.25,1
demersal,10^0 g,9.75,19.25,1
demersal,10^0 g,9.75,21.25,13
demersal,10^0 g,9.75,21.75,10
demersal,10^0 g,9.75,22.25,1
demersal,10^0 g,10.25,7.75,1
demersal,10^0 g,10.25,13.25,1
demersal,10^0 g,10.25,13.75,2
demersal,10^0 g,10.25,14.25,1
demersal,10^0 g,10.25,15.25,1
demersal,10^0 g,10.25,15.75,1
demersal,10^0 g,10.25,17.75,1
demersal,10^0 g,10.25,19.25,1
demersal,10^0 g,10.25,20.75,1
demersal,10^0 g,10.25,21.25,8
demersal,10^0 g,10.25,21.75,26
demersal,10^0 g,10.25,22.25,1
demersal,10^0 g,10.75,4.25,3
demersal,10^0 g,10.75,16.25,1
demersal,10^0 g,10.75,16.75,1
demersal,10^0 g,10.75,19.75,1
demersal,10^0 g,10.75,20.25,1
demersal,10^0 g,10.75,20.75,1
demersal,10^0 g,10.75,21.25,6
demersal,10^0 g,10.75,21.75,19
demersal,10^0 g,10.75,22.25,2
demersal,10^0 g,11.25,2.25,1
demersal,10^0 g,11.25,4.25,1
demersal,10^0 g,11.25,4.75,2
demersal,10^0 g,11.25,6.25,1
demersal,10^0 g,11.25,15.25,3
demersal,10^0 g,11.25,16.25,1
demersal,10^0 g,11.25,16.75,1
demersal,10^0 g,11.25,20.25,1
demersal,10^0 g,11.25,20.75,3
demersal,10^0 g,11.25,21.25,2
demersal,10^0 g,11.25,21.75,13
demersal,10^0 g,11.25,22.25,2
demersal,10^0 g,11.25,22.75,1
demersal,10^0 g,11.75,5.25,2
demersal,10^0 g,11.75,6.75,1
demersal,10^0 g,11.75,9.75,1
demersal,10^0 g,11.75,14.25,1
demersal,10^0 g,11.75,15.25,1
demersal,10^0 g,11.75,15.75,1
demersal,10^0 g,11.75,20.25,1
demersal,10^0 g,11.75,20.75,1
demersal,10^0 g,11.75,21.25,1
demersal,10^0 g,11.75,21.75,1
demersal,10^0 g,12.25,7.75,1
demersal,10^0 g,12.25,15.75,1
demersal,10^0 g,12.25,17.25,1
demersal,10^0 g,12.25,19.75,1
demersal,10^0 g,12.25,21.25,5
demersal,10^0 g,12.25,21.75,3
demersal,10^0 g,12.25,22.25,2
demersal,10^0 g,12.75,2.75,2
demersal,10^0 g,12.75,5.75,1
demersal,10^0 g,12.75,15.25,1
demersal,10^0 g,12.75,16.75,2
demersal,10^0 g,12.75,20.25,2
demersal,10^0 g,12.75,20.75,1
demersal,10^0 g,12.75,21.75,4
demersal,10^0 g,12.75,22.25,8
demersal,10^0 g,13.25,13.75,1
demersal,10^0 g,13.25,15.75,1
demersal,10^0 g,13.25,16.25,2
demersal,10^0 g,13.25,17.25,1
demersal,10^0 g,13.25,17.75,1
demersal,10^0 g,13.25,18.25,1
demersal,10^0 g,13.75,8.75,1
demersal,10^0 g,13.75,10.75,1
demersal,10^0 g,13.75,16.25,1
demersal,10^0 g,13.75,17.75,1
demersal,10^0 g,13.75,18.25,1
demersal,10^0 g,13.75,19.75,1
demersal,10^0 g,13.75,20.25,1
demersal,10^0 g,13.75,20.75,1
demersal,10^0 g,14.25,11.75,1
demersal,10^0 g,14.25,15.25,1
demersal,10^0 g,14.25,15.75,1
demersal,10^0 g,14.25,20.25,2
demersal,10^0 g,14.25,21.75,1
demersal,10^0 g,14.25,22.25,1
demersal,10^0 g,14.75,2.75,1
demersal,10^0 g,14.75,7.75,1
demersal,10^0 g,14.75,9.75,1
demersal,10^0 g,14.75,15.75,1
demersal,10^0 g,14.75,16.75,1
demersal,10^0 g,14.75,18.75,1
demersal,10^0 g,14.75,21.25,2
demersal,10^0 g,15.25,16.75,1
demersal,10^0 g,15.25,19.25,1
demersal,10^0 g,15.75,9.25,1
demersal,10^0 g,15.75,15.75,1
demersal,10^0 g,15.75,16.75,1
demersal,10^0 g,15.75,18.75,1
demersal,10^0 g,15.75,21.25,2
demersal,10^0 g,15.75,21.75,2
demersal,10^0 g,15.75,22.25,1
demersal,10^0 g,16.25,13.25,1
demersal,10^0 g,16.25,15.25,1
demersal,10^0 g,16.25,15.75,1
demersal,10^0 g,16.25,16.75,2
demersal,10^0 g,16.75,9.75,1
demersal,10^0 g,16.75,11.25,1
demersal,10^0 g,16.75,14.25,1
demersal,10^0 g,16.75,15.75,1
demersal,10^0 g,16.75,17.25,1
demersal,10^0 g,16.75,17.75,1
demersal,10^0 g,16.75,21.25,3
demersal,10^0 g,16.75,21.75,1
demersal,10^0 g,16.75,22.25,1
demersal,10^0 g,16.75,22.75,1
demersal,10^0 g,17.25,16.75,1
demersal,10^0 g,17.25,17.25,2
demersal,10^0 g,17.25,21.75,1
demersal,10^0 g,17.25,22.25,1
demersal,10^0 g,17.75,10.25,1
demersal,10^0 g,17.75,15.25,1
demersal,10^0 g,17.75,17.25,1
demersal,10^0 g,17.75,17.75,1
demersal,10^0 g,17.75,20.75,1
demersal,10^0 g,17.75,21.25,1
demersal,10^0 g,18.25,17.75,1
demersal,10^0 g,18.25,18.25,1
demersal,10^0 g,18.25,20.75,1
demersal,10^0 g,18.25,21.25,4
demersal,10^0 g,18.25,21.75,3
demersal,10^0 g,18.25,22.25,1
demersal,10^0 g,18.75,15.75,1
demersal,10^0 g,18.75,17.25,2
demersal,10^0 g,18.75,18.25,1
demersal,10^0 g,18.75,21.25,15
demersal,10^0 g,18.75,21.75,2
demersal,10^0 g,18.75,22.25,1
demersal,10^0 g,19.25,13.25,1
demersal,10^0 g,19.25,14.75,1
demersal,10^0 g,19.25,21.25,4
demersal,10^0 g,19.75,15.75,1
demersal,10^0 g,19.75,18.25,1
demersal,10^0 g,19.75,19.75,1
demersal,10^0 g,19.75,21.25,1
demersal,10^0 g,20.25,11.75,1
demersal,10^0 g,20.25,12.75,1
demersal,10^0 g,20.25,14.25,1
demersal,10^0 g,20.25,17.75,1
demersal,10^0 g,20.25,21.25,6
demersal,10^0 g,20.25,21.75,2
demersal,10^0 g,20.75,17.25,1
demersal,10^0 g,20.75,19.25,3
demersal,10^0 g,20.75,21.75,2
demersal,10^0 g,20.75,22.25,1
demersal,10^0 g,21.25,13.25,1
demersal,10^0 g,21.25,17.25,1
demersal,10^0 g,21.25,21.25,2
demersal,10^0 g,21.75,3.25,1
demersal,10^0 g,21.75,11.25,1
demersal,10^0 g,21.75,18.25,1
demersal,10^0 g,21.75,21.25,3
demersal,10^0 g,21.75,21.75,6
demersal,10^0 g,22.25,13.75,1
demersal,10^0 g,22.25,17.25,1
demersal,10^0 g,22.25,20.75,1
demersal,10^0 g,22.25,21.75,3
demersal,10^0 g,22.25,22.25,1
demersal,10^0 g,22.75,9.25,1
demersal,10^0 g,22.75,16.75,1
demersal,10^0 g,22.75,17.25,1
demersal,10^0 g,22.75,19.75,1
demersal,10^0 g,22.75,20.75,3
demersal,10^0 g,22.75,21.75,1
demersal,10^0 g,22.75,23.25,1
demersal,10^0 g,23.25,16.25,2
demersal,10^0 g,23.25,17.75,1
demersal,10^0 g,23.25,18.25,1
demersal,10^0 g,23.25,19.25,1
demersal,10^0 g,23.25,19.75,1
demersal,10^0 g,23.25,21.25,3
demersal,10^0 g,23.25,22.25,2
demersal,10^0 g,23.75,17.75,1
demersal,10^0 g,23.75,19.75,1
demersal,10^0 g,23.75,20.75,3
demersal,10^0 g,23.75,21.75,1
demersal,10^0 g,23.75,22.25,1
demersal,10^0 g,23.75,22.75,2
demersal,10^0 g,24.25,17.25,1
demersal,10^0 g,24.25,17.75,5
demersal,10^0 g,24.25,20.25,2
demersal,10^0 g,24.25,20.75,3
demersal,10^0 g,24.25,21.25,6
demersal,10^0 g,24.25,21.75,2
demersal,10^0 g,24.75,17.75,1
demersal,10^0 g,24.75,18.25,1
demersal,10^0 g,24.75,18.75,1
demersal,10^0 g,24.75,19.25,1
demersal,10^0 g,24.75,19.75,2
demersal,10^0 g,24.75,20.25,2
demersal,10^0 g,24.75,20.75,3
demersal,10^0 g,24.75,21.25,5
demersal,10^0 g,24.75,21.75,6
demersal,10^0 g,24.75,22.25,1
demersal,10^0 g,25.25,16.25,1
demersal,10^0 g,25.25,18.25,1
demersal,10^0 g,25.25,18.75,1
demersal,10^0 g,25.25,19.25,1
demersal,10^0 g,25.25,19.75,1
demersal,10^0 g,25.25,20.75,4
demersal,10^0 g,25.25,21.25,18
demersal,10^0 g,25.25,21.75,10
demersal,10^0 g,25.25,22.25,3
demersal,10^0 g,25.75,16.75,1
demersal,10^0 g,25.75,19.25,2
demersal,10^0 g,25.75,19.75,1
demersal,10^0 g,25.75,20.25,2
demersal,10^0 g,25.75,20.75,6
demersal,10^0 g,25.75,21.25,9
demersal,10^0 g,25.75,21.75,10
demersal,10^0 g,26.25,16.75,1
demersal,10^0 g,26.25,19.25,1
demersal,10^0 g,26.25,19.75,4
demersal,10^0 g,26.25,20.25,3
demersal,10^0 g,26.25,20.75,2
demersal,10^0 g,26.25,21.25,15
demersal,10^0 g,26.25,21.75,7
demersal,10^0 g,26.25,22.25,5
demersal,10^0 g,26.75,17.75,1
demersal,10^0 g,26.75,18.25,1
demersal,10^0 g,26.75,20.25,2
demersal,10^0 g,26.75,20.75,8
demersal,10^0 g,26.75,21.25,7
demersal,10^0 g,26.75,21.75,7
demersal,10^0 g,27.25,13.75,1
demersal,10^0 g,27.25,19.25,2
demersal,10^0 g,27.25,19.75,1
demersal,10^0 g,27.25,20.75,2
demersal,10^0 g,27.25,21.25,16
demersal,10^0 g,27.25,21.75,12
demersal,10^0 g,27.25,22.25,1
demersal,10^0 g,27.75,20.75,4
demersal,10^0 g,27.75,21.25,6
demersal,10^0 g,27.75,21.75,21
demersal,10^0 g,27.75,22.25,3
demersal,10^0 g,28.25,19.75,1
demersal,10^0 g,28.25,20.25,4
demersal,10^0 g,28.25,20.75,4
demersal,10^0 g,28.25,21.25,9
demersal,10^0 g,28.25,21.75,12
demersal,10^0 g,28.25,22.25,2
demersal,10^0 g,28.75,20.25,2
demersal,10^0 g,28.75,20.75,9
demersal,10^0 g,28.75,21.25,13
demersal,10^0 g,28.75,21.75,8
demersal,10^0 g,29.25,19.75,1
demersal,10^0 g,29.25,21.25,9
demersal,10^0 g,29.25,21.75,22
demersal,10^0 g,29.25,22.25,2
demersal,10^0 g,29.75,21.75,3
demersal,10^1 g,0.25,12.25,2
demersal,10^1 g,0.25,12.75,2
demersal,10^1 g,0.25,13.25,15
demersal,10^1 g,0.25,13.75,14
demersal,10^1 g,0.25,14.25,11
demersal,10^1 g,0.25,14.75,9
demersal,10^1 g,0.25,15.25,8
demersal,10^1 g,0.25,15.75,8
demersal,10^1 g,0.25,16.25,19
demersal,10^1 g,0.25,16.75,16
demersal,10^1 g,0.25,17.25,17
demersal,10^1 g,0.25,17.75,22
demersal,10^1 g,0.25,18.25,49
demersal,10^1 g,0.25,18.75,53
demersal,10^1 g,0.25,19.25,65
demersal,10^1 g,0.25,19.75,79
demersal,10^1 g,0.25,20.25,39
demersal,10^1 g,0.25,20.75,31
demersal,10^1 g,0.25,21.25,18
demersal,10^1 g,0.25,21.75,5
demersal,10^1 g,0.25,22.25,1
demersal,10^1 g,0.25,23.25,1
demersal,10^1 g,0.75,11.75,1
demersal,10^1 g,0.75,12.25,3
demersal,10^1 g,0.75,12.75,16
demersal,10^1 g,0.75,13.25,20
demersal,10^1 g,0.75,13.75,10
demersal,10^1 g,0.75,14.25,15
demersal,10^1 g,0.75,14.75,3
demersal,10^1 g,0.75,15.25,3
demersal,10^1 g,0.75,15.75,1
demersal,10^1 g,0.75,16.25,5
demersal,10^1 g,0.75,16.75,4
demersal,10^1 g,0.75,17.25,3
demersal,10^1 g,0.75,17.75,9
demersal,10^1 g,0.75,18.25,9
demersal,10^1 g,0.75,18.75,15
demersal,10^1 g,0.75,19.25,16
demersal,10^1 g,0.75,19.75,22
demersal,10^1 g,0.75,20.25,11
demersal,10^1 g,0.75,20.75,7
demersal,10^1 g,0.75,21.75,1
demersal,10^1 g,1.25,11.75,6
demersal,10^1 g,1.25,12.25,17
demersal,10^1 g,1.25,12.75,17
demersal,10^1 g,1.25,13.25,23
demersal,10^1 g,1.25,13.75,5
demersal,10^1 g,1.25,14.25,4
demersal,10^1 g,1.25,14.75,2
demersal,10^1 g,1.25,15.25,4
demersal,10^1 g,1.25,15.75,3
demersal,10^1 g,1.25,16.25,1
demersal,10^1 g,1.25,16.75,4
demersal,10^1 g,1.25,17.25,2
demersal,10^1 g,1.25,17.75,3
demersal,10^1 g,1.25,18.25,3
demersal,10^1 g,1.25,18.75,6
demersal,10^1 g,1.25,19.25,21
demersal,10^1 g,1.25,19.75,17
demersal,10^1 g,1.25,20.25,16
demersal,10^1 g,1.25,20.75,10
demersal,10^1 g,1.75,4.75,1
demersal,10^1 g,1.75,9.25,1
demersal,10^1 g,1.75,10.75,1
demersal,10^1 g,1.75,11.25,14
demersal,10^1 g,1.75,11.75,12
demersal,10^1 g,1.75,12.25,30
demersal,10^1 g,1.75,12.75,15
demersal,10^1 g,1.75,13.25,3
demersal,10^1 g,1.75,13.75,6
demersal,10^1 g,1.75,14.25,4
demersal,10^1 g,1.75,14.75,2
demersal,10^1 g,1.75,15.25,1
demersal,10^1 g,1.75,15.75,4
demersal,10^1 g,1.75,16.25,1
demersal,10^1 g,1.75,17.25,1
demersal,10^1 g,1.75,17.75,3
demersal,10^1 g,1.75,18.25,5
demersal,10^1 g,1.75,18.75,8
demersal,10^1 g,1.75,19.25,14
demersal,10^1 g,1.75,19.75,11
demersal,10^1 g,1.75,20.25,9
demersal,10^1 g,1.75,20.75,17
demersal,10^1 g,1.75,21.25,4
demersal,10^1 g,1.75,21.75,3
demersal,10^1 g,2.25,7.25,1
demersal,10^1 g,2.25,9.75,1
demersal,10^1 g,2.25,11.25,5
demersal,10^1 g,2.25,11.75,7
demersal,10^1 g,2.25,12.25,8
demersal,10^1 g,2.25,12.75,8
demersal,10^1 g,2.25,13.25,3
demersal,10^1 g,2.25,13.75,4
demersal,10^1 g,2.25,14.25,3
demersal,10^1 g,2.25,14.75,1
demersal,10^1 g,2.25,15.25,1
demersal,10^1 g,2.25,15.75,2
demersal,10^1 g,2.25,16.75,2
demersal,10^1 g,2.25,17.25,3
demersal,10^1 g,2.25,17.75,2
demersal,10^1 g,2.25,18.25,8
demersal,10^1 g,2.25,18.75,6
demersal,10^1 g,2.25,19.25,5
demersal,10^1 g,2.25,19.75,9
demersal,10^1 g,2.25,20.25,13
demersal,10^1 g,2.25,20.75,3
demersal,10^1 g,2.25,21.25,7
demersal,10^1 g,2.25,21.75,1
demersal,10^1 g,2.25,23.25,1
demersal,10^1 g,2.75,1.25,1
demersal,10^1 g,2.75,6.75,1
demersal,10^1 g,2.75,8.25,1
demersal,10^1 g,2.75,10.25,2
demersal,10^1 g,2.75,12.25,1
demersal,10^1 g,2.75,13.25,1
demersal,10^1 g,2.75,14.25,2
demersal,10^1 g,2.75,14.75,2
demersal,10^1 g,2.75,15.25,3
demersal,10^1 g,2.75,15.75,3
demersal,10^1 g,2.75,16.25,2
demersal,10^1 g,2.75,16.75,3
demersal,10^1 g,2.75,17.25,1
demersal,10^1 g,2.75,17.75,3
demersal,10^1 g,2.75,18.25,3
demersal,10^1 g,2.75,18.75,6
demersal,10^1 g,2.75,19.25,9
demersal,10^1 g,2.75,19.75,10
demersal,10^1 g,2.75,20.25,21
demersal,10^1 g,2.75,20.75,4
demersal,10^1 g,2.75,21.25,3
demersal,10^1 g,2.75,21.75,1
demersal,10^1 g,2.75,22.25,1
demersal,10^1 g,3.25,3.75,1
demersal,10^1 g,3.25,4.25,2
demersal,10^1 g,3.25,5.25,1
demersal,10^1 g,3.25,5.75,1
demersal,10^1 g,3.25,6.25,1
demersal,10^1 g,3.25,6.75,1
demersal,10^1 g,3.25,7.25,1
demersal,10^1 g,3.25,7.75,2
demersal,10^1 g,3.25,8.25,1
demersal,10^1 g,3.25,9.25,1
demersal,10^1 g,3.25,9.75,2
demersal,10^1 g,3.25,11.75,3
demersal,10^1 g,3.25,13.25,2
demersal,10^1 g,3.25,14.25,1
demersal,10^1 g,3.25,14.75,1
demersal,10^1 g,3.25,15.75,3
demersal,10^1 g,3.25,16.25,1
demersal,10^1 g,3.25,17.25,2
demersal,10^1 g,3.25,17.75,6
demersal,10^1 g,3.25,18.25,6
demersal,10^1 g,3.25,18.75,42
demersal,10^1 g,3.25,19.25,75
demersal,10^1 g,3.25,19.75,19
demersal,10^1 g,3.25,20.25,17
demersal,10^1 g,3.25,21.25,10
demersal,10^1 g,3.25,21.75,11
demersal,10^1 g,3.25,22.25,3
demersal,10^1 g,3.75,3.25,1
demersal,10^1 g,3.75,4.75,1
demersal,10^1 g,3.75,6.25,1
demersal,10^1 g,3.75,6.75,1
demersal,10^1 g,3.75,8.25,1
demersal,10^1 g,3.75,9.75,1
demersal,10^1 g,3.75,10.75,2
demersal,10^1 g,3.75,11.25,1
demersal,10^1 g,3.75,11.75,3
demersal,10^1 g,3.75,12.25,1
demersal,10^1 g,3.75,12.75,1
demersal,10^1 g,3.75,13.25,2
demersal,10^1 g,3.75,13.75,1
demersal,10^1 g,3.75,14.25,2
demersal,10^1 g,3.75,15.75,2
demersal,10^1 g,3.75,16.75,1
demersal,10^1 g,3.75,17.75,3
demersal,10^1 g,3.75,18.25,3
demersal,10^1 g,3.75,18.75,4
demersal,10^1 g,3.75,19.25,17
demersal,10^1 g,3.75,19.75,9
demersal,10^1 g,3.75,20.25,1
demersal,10^1 g,3.75,20.75,4
demersal,10^1 g,3.75,21.25,2
demersal,10^1 g,3.75,21.75,8
demersal,10^1 g,3.75,22.25,8
demersal,10^1 g,4.25,4.75,1
demersal,10^1 g,4.25,6.75,1
demersal,10^1 g,4.25,7.75,1
demersal,10^1 g,4.25,10.75,1
demersal,10^1 g,4.25,11.25,1
demersal,10^1 g,4.25,12.75,2
demersal,10^1 g,4.25,13.75,1
demersal,10^1 g,4.25,14.25,3
demersal,10^1 g,4.25,14.75,12
demersal,10^1 g,4.25,16.75,1
demersal,10^1 g,4.25,17.25,2
demersal,10^1 g,4.25,17.75,2
demersal,10^1 g,4.25,18.75,3
demersal,10^1 g,4.25,19.25,2
demersal,10^1 g,4.25,20.25,2
demersal,10^1 g,4.25,20.75,1
demersal,10^1 g,4.25,21.25,3
demersal,10^1 g,4.25,21.75,12
demersal,10^1 g,4.25,22.25,9
demersal,10^1 g,4.75,2.25,2
demersal,10^1 g,4.75,3.75,1
demersal,10^1 g,4.75,6.75,2
demersal,10^1 g,4.75,7.25,1
demersal,10^1 g,4.75,9.25,1
demersal,10^1 g,4.75,10.25,1
demersal,10^1 g,4.75,11.25,2
demersal,10^1 g,4.75,11.75,1
demersal,10^1 g,4.75,12.25,2
demersal,10^1 g,4.75,14.75,1
demersal,10^1 g,4.75,15.25,1
demersal,10^1 g,4.75,16.25,2
demersal,10^1 g,4.75,18.75,3
demersal,10^1 g,4.75,19.25,2
demersal,10^1 g,4.75,19.75,1
demersal,10^1 g,4.75,20.75,1
demersal,10^1 g,4.75,21.25,3
demersal,10^1 g,4.75,21.75,19
demersal,10^1 g,4.75,22.25,7
demersal,10^1 g,5.25,7.25,1
demersal,10^1 g,5.25,9.75,2
demersal,10^1 g,5.25,10.75,1
demersal,10^1 g,5.25,11.25,3
demersal,10^1 g,5.25,11.75,1
demersal,10^1 g,5.25,12.25,1
